C11 C12 C13 C14 C15 C16 C22 C23 C24 C25 C26 C33 C34 C35 C36 C44 C45 C46 C55 C56 C66 w5 w11 w12 w13 w21 w22 w23 w41 w42 w43
0.025783 -0.000215 -0.000215 -0.000000 0.000000 0.000000 0.253604 0.002423 -0.000000 -0.000000 -0.000000 0.253604 -0.000000 -0.000000 0.000000 0.004633 0.000000 0.000000 0.004281 -0.000000 0.004633 0.666667 0.000000 0.333333 0.666667 0.333333 0.666667 0.000000 0.000000 0.000000 1.000000 
0.031900 0.000005 0.000005 -0.000000 0.000000 0.000000 0.052690 0.036124 -0.000000 -0.000000 0.000000 0.052690 -0.000000 -0.000000 0.000000 0.000908 -0.000000 -0.000000 0.367578 -0.000000 0.000908 0.000000 0.333333 0.000000 0.666667 0.000000 0.000000 1.000000 0.333333 0.333333 0.333333 
0.057298 0.041557 0.041557 0.000000 0.000000 0.000000 0.322316 -0.158824 0.000000 -0.000000 -0.000000 0.322316 -0.000000 -0.000000 0.000000 0.081083 0.000000 -0.000000 0.231274 -0.000000 0.081083 0.333333 0.333333 0.333333 0.333333 0.000000 0.333333 0.666667 0.000000 0.666667 0.333333 
0.079202 0.000165 0.000165 0.000000 0.000000 0.000000 0.266969 0.264802 -0.000000 -0.000000 0.000000 0.266969 -0.000000 -0.000000 0.000000 0.000560 -0.000000 0.000000 0.250823 0.000000 0.000560 0.666667 0.000000 0.666667 0.333333 0.000000 0.000000 1.000000 1.000000 0.000000 0.000000 
0.755916 0.292835 0.292835 0.000000 -0.000000 0.000000 0.169107 0.137527 0.000000 0.000000 -0.000000 0.169107 -0.000000 -0.000000 -0.000000 0.001550 -0.000000 -0.000000 0.016637 -0.000000 0.001550 0.000000 0.000000 0.333333 0.666667 1.000000 0.000000 0.000000 0.333333 0.666667 0.000000 
0.117994 0.117034 0.117034 0.000000 0.000000 0.000000 0.175790 0.128418 0.000000 0.000000 -0.000000 0.175790 0.000000 -0.000000 -0.000000 0.030919 0.000000 -0.000000 0.016440 -0.000000 0.030919 0.333333 0.666667 0.333333 0.000000 0.000000 0.333333 0.666667 0.000000 0.000000 1.000000 
0.336893 0.002507 0.002507 -0.000000 0.000000 0.000000 0.473613 0.258274 -0.000000 -0.000000 0.000000 0.473613 -0.000000 -0.000000 0.000000 0.000569 0.000000 -0.000000 0.032337 -0.000000 0.000569 0.000000 0.000000 0.000000 1.000000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 
0.094226 0.156857 0.156857 -0.000000 -0.000000 0.000000 0.401132 0.195251 -0.000000 0.000000 -0.000000 0.401132 -0.000000 -0.000000 -0.000000 0.027171 -0.000000 -0.000000 0.027082 0.000000 0.027171 0.000000 0.666667 0.333333 0.000000 0.666667 0.000000 0.333333 0.333333 0.000000 0.666667 
0.403568 -0.186317 -0.186317 -0.000000 -0.000000 -0.000000 0.556601 -0.004613 -0.000000 -0.000000 0.000000 0.556601 -0.000000 -0.000000 -0.000000 0.002611 0.000000 -0.000000 0.001708 -0.000000 0.002611 0.000000 1.000000 0.000000 0.000000 0.666667 0.333333 0.000000 0.000000 0.000000 1.000000 
0.789024 0.517384 0.517384 0.000000 0.000000 -0.000000 0.407225 0.340887 0.000000 0.000000 -0.000000 0.407225 0.000000 -0.000000 0.000000 0.403446 -0.000000 -0.000000 0.239874 0.000000 0.403446 1.000000 0.000000 0.666667 0.333333 0.333333 0.000000 0.666667 0.666667 0.333333 0.000000 
0.084873 0.083284 0.083284 0.000000 -0.000000 0.000000 0.145978 0.090135 -0.000000 -0.000000 -0.000000 0.145978 -0.000000 -0.000000 0.000000 0.043655 -0.000000 -0.000000 0.033183 0.000000 0.043655 0.333333 0.333333 0.666667 0.000000 0.666667 0.333333 0.000000 0.333333 0.333333 0.333333 
0.209739 0.043809 0.043809 -0.000000 -0.000000 -0.000000 0.110107 -0.000025 -0.000000 -0.000000 0.000000 0.110107 -0.000000 -0.000000 -0.000000 0.025058 -0.000000 0.000000 0.001716 -0.000000 0.025058 1.000000 0.333333 0.333333 0.333333 0.000000 0.666667 0.333333 1.000000 0.000000 0.000000 
0.164890 0.106124 0.106124 0.000000 -0.000000 -0.000000 0.213595 0.031715 0.000000 -0.000000 0.000000 0.213595 -0.000000 -0.000000 -0.000000 0.048226 -0.000000 0.000000 0.033898 -0.000000 0.048226 0.000000 0.333333 0.000000 0.666667 0.000000 0.666667 0.333333 0.000000 0.333333 0.666667 
0.128794 0.195385 0.195385 0.000000 -0.000000 -0.000000 0.376816 0.288294 0.000000 0.000000 0.000000 0.376816 0.000000 0.000000 0.000000 0.082248 -0.000000 -0.000000 0.207393 -0.000000 0.082248 1.000000 0.666667 0.000000 0.333333 0.333333 0.000000 0.666667 0.333333 0.666667 0.000000 
0.095433 0.036119 0.036119 0.000000 -0.000000 0.000000 0.035575 0.020788 -0.000000 -0.000000 -0.000000 0.035575 -0.000000 0.000000 0.000000 0.019003 -0.000000 -0.000000 0.023790 -0.000000 0.019003 0.333333 0.333333 0.000000 0.666667 0.333333 0.666667 0.000000 0.000000 0.666667 0.333333 
0.049494 0.023962 0.023962 -0.000000 0.000000 -0.000000 0.479864 -0.396714 0.000000 -0.000000 -0.000000 0.479864 0.000000 -0.000000 0.000000 0.126651 -0.000000 0.000000 0.004087 -0.000000 0.126651 0.000000 0.333333 0.666667 0.000000 0.000000 0.333333 0.666667 0.666667 0.333333 0.000000 
0.336284 0.000223 0.000223 -0.000000 -0.000000 0.000000 0.020081 0.013186 -0.000000 -0.000000 0.000000 0.020081 -0.000000 -0.000000 0.000000 0.000356 -0.000000 -0.000000 0.221810 0.000000 0.000356 0.000000 0.000000 0.000000 1.000000 0.333333 0.000000 0.666667 0.000000 0.666667 0.333333 
0.134803 -0.011262 -0.011262 0.000000 -0.000000 0.000000 0.235238 0.002109 0.000000 -0.000000 -0.000000 0.235238 -0.000000 -0.000000 0.000000 0.017608 -0.000000 -0.000000 0.004666 -0.000000 0.017608 0.333333 0.333333 0.000000 0.666667 0.333333 0.666667 0.000000 0.000000 0.000000 1.000000 
0.143400 0.053930 0.053930 0.000000 -0.000000 0.000000 0.041450 0.032593 -0.000000 -0.000000 0.000000 0.041450 0.000000 -0.000000 0.000000 0.056387 -0.000000 -0.000000 0.027450 -0.000000 0.056387 0.333333 0.333333 0.666667 0.000000 0.333333 0.666667 0.000000 0.000000 0.666667 0.333333 
0.172352 0.079718 0.079718 -0.000000 -0.000000 0.000000 0.076051 0.069815 -0.000000 -0.000000 0.000000 0.076051 0.000000 0.000000 -0.000000 0.190636 -0.000000 0.000000 0.064421 -0.000000 0.190636 0.333333 0.333333 0.666667 0.000000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 
0.606826 0.126924 0.126924 0.000000 0.000000 -0.000000 0.072795 0.065365 0.000000 0.000000 0.000000 0.072795 0.000000 0.000000 0.000000 0.009336 -0.000000 0.000000 0.070497 -0.000000 0.009336 0.000000 0.000000 0.000000 1.000000 0.333333 0.333333 0.333333 0.000000 1.000000 0.000000 
1.204044 0.204877 0.204877 -0.000000 -0.000000 0.000000 0.052630 0.044268 -0.000000 -0.000000 0.000000 0.052630 -0.000000 0.000000 -0.000000 0.013801 -0.000000 0.000000 0.010867 -0.000000 0.013801 0.333333 0.000000 0.666667 0.333333 0.333333 0.666667 0.000000 0.333333 0.000000 0.666667 
0.037446 0.000375 0.000375 0.000000 0.000000 0.000000 0.581282 0.346314 -0.000000 -0.000000 -0.000000 0.581282 0.000000 0.000000 -0.000000 0.000889 -0.000000 -0.000000 0.011188 0.000000 0.000889 0.333333 0.000000 0.000000 1.000000 0.333333 0.666667 0.000000 1.000000 0.000000 0.000000 
0.098848 0.102807 0.102807 -0.000000 -0.000000 0.000000 0.143056 0.104400 0.000000 -0.000000 0.000000 0.143056 0.000000 0.000000 -0.000000 0.041990 0.000000 0.000000 0.132885 0.000000 0.041990 1.000000 0.333333 0.000000 0.666667 0.333333 0.333333 0.333333 0.000000 0.000000 1.000000 
0.096256 0.059178 0.059178 0.000000 -0.000000 0.000000 0.074305 0.066265 -0.000000 -0.000000 -0.000000 0.074305 -0.000000 0.000000 -0.000000 0.011161 -0.000000 -0.000000 0.020963 -0.000000 0.011161 0.333333 0.666667 0.333333 0.000000 0.333333 0.666667 0.000000 0.333333 0.000000 0.666667 
0.778704 0.130069 0.130069 -0.000000 0.000000 0.000000 0.376015 0.023935 -0.000000 -0.000000 0.000000 0.376015 0.000000 0.000000 -0.000000 0.006190 -0.000000 -0.000000 0.002050 0.000000 0.006190 0.000000 1.000000 0.000000 0.000000 0.000000 0.666667 0.333333 0.000000 0.333333 0.666667 
0.182075 0.046812 0.046812 0.000000 -0.000000 0.000000 0.243129 -0.196300 -0.000000 -0.000000 -0.000000 0.243129 0.000000 0.000000 -0.000000 0.317178 0.000000 0.000000 0.013109 -0.000000 0.317178 0.333333 0.000000 1.000000 0.000000 0.000000 0.333333 0.666667 0.333333 0.666667 0.000000 
0.679394 0.227265 0.227265 0.000000 0.000000 0.000000 0.491960 0.010188 -0.000000 0.000000 -0.000000 0.491960 -0.000000 -0.000000 0.000000 0.010277 -0.000000 0.000000 0.002138 0.000000 0.010277 0.000000 1.000000 0.000000 0.000000 0.666667 0.333333 0.000000 1.000000 0.000000 0.000000 
0.135601 0.042518 0.042518 -0.000000 0.000000 0.000000 0.109548 0.001174 -0.000000 -0.000000 0.000000 0.109548 -0.000000 -0.000000 -0.000000 0.584986 0.000000 0.000000 0.002218 0.000000 0.584986 1.000000 0.666667 0.000000 0.333333 0.333333 0.333333 0.333333 0.000000 1.000000 0.000000 
0.249708 0.245301 0.245301 0.000000 -0.000000 -0.000000 0.566635 0.506906 -0.000000 -0.000000 -0.000000 0.566635 -0.000000 0.000000 -0.000000 0.240964 -0.000000 0.000000 0.312761 -0.000000 0.240964 1.000000 0.000000 0.000000 1.000000 0.666667 0.333333 0.000000 0.666667 0.333333 0.000000 
0.289781 0.168962 0.168962 0.000000 0.000000 -0.000000 0.276949 0.199408 0.000000 0.000000 0.000000 0.276949 0.000000 0.000000 0.000000 0.401793 -0.000000 -0.000000 0.016314 -0.000000 0.401793 1.000000 0.000000 0.666667 0.333333 0.666667 0.000000 0.333333 0.666667 0.333333 0.000000 
0.364757 0.244377 0.244377 -0.000000 -0.000000 0.000000 0.474720 0.033838 -0.000000 -0.000000 0.000000 0.474720 0.000000 0.000000 0.000000 0.235525 -0.000000 -0.000000 0.009060 0.000000 0.235525 0.000000 0.000000 0.666667 0.333333 0.333333 0.333333 0.333333 0.000000 0.333333 0.666667 
0.059940 0.109924 0.109924 -0.000000 -0.000000 0.000000 0.345823 0.140656 -0.000000 -0.000000 -0.000000 0.345823 -0.000000 -0.000000 0.000000 0.013291 -0.000000 -0.000000 0.003614 0.000000 0.013291 0.000000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 
0.080756 -0.008885 -0.008885 -0.000000 -0.000000 -0.000000 0.203143 -0.071629 0.000000 -0.000000 -0.000000 0.203143 0.000000 0.000000 0.000000 0.059117 -0.000000 0.000000 0.020433 -0.000000 0.059117 0.333333 1.000000 0.000000 0.000000 0.000000 0.333333 0.666667 0.333333 0.666667 0.000000 
0.203996 0.195479 0.195479 -0.000000 -0.000000 0.000000 0.783320 -0.200788 -0.000000 -0.000000 0.000000 0.783320 -0.000000 -0.000000 0.000000 0.018882 -0.000000 -0.000000 0.000942 0.000000 0.018882 0.666667 0.333333 0.333333 0.333333 0.000000 0.666667 0.333333 0.333333 0.333333 0.333333 
0.128488 0.173305 0.173305 0.000000 -0.000000 0.000000 0.315892 0.239603 -0.000000 -0.000000 -0.000000 0.315892 -0.000000 -0.000000 -0.000000 0.057201 -0.000000 0.000000 0.114345 0.000000 0.057201 0.000000 0.333333 0.666667 0.000000 0.666667 0.000000 0.333333 0.333333 0.666667 0.000000 
1.528171 0.559609 0.559609 -0.000000 0.000000 0.000000 0.245902 0.192044 -0.000000 0.000000 0.000000 0.245902 -0.000000 -0.000000 -0.000000 0.463161 0.000000 -0.000000 0.060426 0.000000 0.463161 0.333333 0.333333 0.333333 0.333333 0.000000 0.666667 0.333333 0.000000 1.000000 0.000000 
0.167178 0.120969 0.120969 -0.000000 -0.000000 0.000000 0.343401 -0.140851 -0.000000 -0.000000 -0.000000 0.343401 0.000000 -0.000000 0.000000 0.022120 0.000000 -0.000000 0.001622 -0.000000 0.022120 1.000000 0.333333 0.666667 0.000000 0.000000 0.666667 0.333333 0.333333 0.666667 0.000000 
0.052014 0.053349 0.053349 -0.000000 -0.000000 0.000000 0.196546 0.005261 -0.000000 -0.000000 0.000000 0.196546 -0.000000 -0.000000 0.000000 0.009047 -0.000000 -0.000000 0.002719 -0.000000 0.009047 1.000000 0.666667 0.333333 0.000000 0.000000 0.333333 0.666667 0.666667 0.333333 0.000000 
0.267471 0.259623 0.259623 -0.000000 0.000000 -0.000000 0.260959 0.256088 0.000000 -0.000000 -0.000000 0.260959 -0.000000 0.000000 -0.000000 0.251787 0.000000 -0.000000 0.247975 -0.000000 0.251787 1.000000 0.000000 0.000000 1.000000 0.000000 0.666667 0.333333 0.000000 0.333333 0.666667 
0.243236 0.278456 0.278456 0.000000 -0.000000 0.000000 0.479700 0.279104 -0.000000 0.000000 -0.000000 0.479700 -0.000000 0.000000 0.000000 0.003578 0.000000 0.000000 0.006048 0.000000 0.003578 0.000000 0.000000 0.666667 0.333333 0.000000 0.666667 0.333333 1.000000 0.000000 0.000000 
0.137481 0.209979 0.209979 0.000000 -0.000000 -0.000000 0.676923 0.591493 -0.000000 0.000000 -0.000000 0.676923 0.000000 -0.000000 -0.000000 0.070520 0.000000 0.000000 0.463471 -0.000000 0.070520 0.333333 0.333333 0.333333 0.333333 1.000000 0.000000 0.000000 0.000000 0.000000 1.000000 
0.149443 0.235589 0.235589 -0.000000 0.000000 -0.000000 0.453990 0.369636 0.000000 -0.000000 0.000000 0.453990 -0.000000 0.000000 -0.000000 0.009568 0.000000 -0.000000 0.003276 -0.000000 0.009568 0.000000 0.333333 0.666667 0.000000 0.666667 0.333333 0.000000 1.000000 0.000000 0.000000 
0.017191 0.000035 0.000035 -0.000000 -0.000000 0.000000 0.139696 -0.061116 -0.000000 -0.000000 0.000000 0.139696 -0.000000 0.000000 0.000000 0.001046 -0.000000 0.000000 0.030267 0.000000 0.001046 0.333333 0.000000 0.000000 1.000000 0.000000 0.333333 0.666667 0.000000 0.666667 0.333333 
0.484233 0.296347 0.296347 0.000000 -0.000000 -0.000000 0.268807 0.256913 -0.000000 -0.000000 -0.000000 0.268807 0.000000 0.000000 -0.000000 0.113051 -0.000000 0.000000 0.355633 0.000000 0.113051 0.333333 0.333333 0.333333 0.333333 0.333333 0.666667 0.000000 0.666667 0.000000 0.333333 
0.539519 0.262027 0.262027 -0.000000 0.000000 -0.000000 0.610205 0.006669 -0.000000 -0.000000 0.000000 0.610205 -0.000000 0.000000 -0.000000 0.256300 0.000000 0.000000 0.000702 -0.000000 0.256300 0.000000 1.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.333333 0.000000 0.666667 
0.310235 0.228123 0.228123 0.000000 0.000000 -0.000000 0.371783 0.026964 0.000000 0.000000 0.000000 0.371783 -0.000000 0.000000 -0.000000 0.026682 -0.000000 -0.000000 0.011735 -0.000000 0.026682 0.000000 0.333333 0.666667 0.000000 0.000000 1.000000 0.000000 0.000000 0.333333 0.666667 
0.105861 0.236763 0.236763 0.000000 0.000000 0.000000 0.692675 0.469884 0.000000 -0.000000 -0.000000 0.692675 0.000000 0.000000 0.000000 0.054294 0.000000 0.000000 0.295670 -0.000000 0.054294 0.333333 0.666667 0.000000 0.333333 0.000000 0.000000 1.000000 0.000000 0.333333 0.666667 
0.105507 0.182658 0.182658 0.000000 0.000000 0.000000 0.461738 0.252250 0.000000 0.000000 0.000000 0.461738 0.000000 0.000000 0.000000 0.029251 0.000000 -0.000000 0.079581 0.000000 0.029251 0.000000 0.666667 0.333333 0.000000 0.666667 0.000000 0.333333 0.333333 0.666667 0.000000 
0.070307 0.091876 0.091876 0.000000 -0.000000 0.000000 0.192894 0.117430 0.000000 0.000000 -0.000000 0.192894 -0.000000 0.000000 -0.000000 0.029510 0.000000 0.000000 0.022962 0.000000 0.029510 1.000000 0.666667 0.000000 0.333333 0.333333 0.333333 0.333333 0.000000 0.333333 0.666667 
0.221088 0.034054 0.034054 0.000000 -0.000000 -0.000000 0.047568 0.012434 0.000000 0.000000 -0.000000 0.047568 0.000000 -0.000000 0.000000 0.025428 -0.000000 0.000000 0.060795 -0.000000 0.025428 0.333333 0.333333 0.000000 0.666667 0.333333 0.333333 0.333333 0.333333 0.666667 0.000000 
0.322028 0.001428 0.001428 0.000000 0.000000 -0.000000 0.042263 0.019046 0.000000 0.000000 -0.000000 0.042263 0.000000 -0.000000 0.000000 0.008456 -0.000000 0.000000 0.029890 0.000000 0.008456 0.333333 0.333333 0.000000 0.666667 0.000000 0.333333 0.666667 0.666667 0.333333 0.000000 
0.696288 0.004773 0.004773 -0.000000 -0.000000 -0.000000 0.366350 0.029077 0.000000 -0.000000 -0.000000 0.366350 0.000000 -0.000000 -0.000000 0.002152 0.000000 0.000000 0.012487 0.000000 0.002152 0.000000 1.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.333333 0.333333 0.333333 
0.182078 0.046032 0.046032 0.000000 -0.000000 0.000000 0.377362 0.022183 0.000000 -0.000000 0.000000 0.377362 0.000000 0.000000 0.000000 0.316655 -0.000000 0.000000 0.006592 -0.000000 0.316655 0.333333 0.000000 1.000000 0.000000 0.000000 0.000000 1.000000 0.333333 0.000000 0.666667 
0.103973 0.020615 0.020615 0.000000 0.000000 -0.000000 0.076050 0.021498 -0.000000 -0.000000 0.000000 0.076050 -0.000000 0.000000 0.000000 0.357521 -0.000000 0.000000 0.006039 -0.000000 0.357521 1.000000 0.333333 0.000000 0.666667 1.000000 0.000000 0.000000 0.000000 0.666667 0.333333 
0.104391 0.034492 0.034492 0.000000 0.000000 0.000000 0.081635 0.065436 -0.000000 -0.000000 0.000000 0.081635 0.000000 -0.000000 -0.000000 0.014833 0.000000 -0.000000 0.040924 0.000000 0.014833 0.333333 0.333333 0.000000 0.666667 0.000000 1.000000 0.000000 0.666667 0.000000 0.333333 
0.345615 -0.000044 -0.000044 -0.000000 0.000000 0.000000 0.011071 0.006017 -0.000000 -0.000000 0.000000 0.011071 -0.000000 0.000000 0.000000 0.000491 -0.000000 0.000000 0.307500 0.000000 0.000491 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 1.000000 0.000000 0.666667 0.333333 
0.287748 0.277830 0.277830 -0.000000 -0.000000 -0.000000 0.276225 0.271588 -0.000000 -0.000000 0.000000 0.276225 -0.000000 -0.000000 -0.000000 0.264081 0.000000 -0.000000 0.258146 0.000000 0.264081 1.000000 0.000000 0.000000 1.000000 0.000000 0.333333 0.666667 0.000000 0.333333 0.666667 
0.100839 0.083624 0.083624 -0.000000 0.000000 -0.000000 0.112241 0.104415 -0.000000 -0.000000 0.000000 0.112241 0.000000 -0.000000 -0.000000 0.242253 -0.000000 -0.000000 0.088667 0.000000 0.242253 0.333333 0.333333 0.666667 0.000000 0.666667 0.000000 0.333333 0.000000 0.666667 0.333333 
0.087519 0.098009 0.098009 -0.000000 -0.000000 -0.000000 0.152383 0.122608 0.000000 -0.000000 0.000000 0.152383 0.000000 0.000000 0.000000 0.013794 0.000000 0.000000 0.023222 -0.000000 0.013794 0.000000 0.333333 0.000000 0.666667 0.666667 0.333333 0.000000 1.000000 0.000000 0.000000 
0.527178 0.261701 0.261701 0.000000 -0.000000 -0.000000 0.523499 -0.203118 -0.000000 -0.000000 -0.000000 0.523499 -0.000000 0.000000 -0.000000 0.253473 -0.000000 -0.000000 0.002578 -0.000000 0.253473 1.000000 0.000000 1.000000 0.000000 0.000000 0.333333 0.666667 0.666667 0.333333 0.000000 
0.355730 0.380165 0.380165 0.000000 -0.000000 -0.000000 0.489946 0.408200 0.000000 -0.000000 0.000000 0.489946 0.000000 -0.000000 0.000000 0.371144 0.000000 -0.000000 0.259682 0.000000 0.371144 0.333333 0.666667 0.333333 0.000000 0.000000 0.000000 1.000000 0.000000 1.000000 0.000000 
0.336876 0.000066 0.000066 -0.000000 0.000000 -0.000000 0.044617 0.000738 -0.000000 -0.000000 0.000000 0.044617 -0.000000 -0.000000 0.000000 0.000482 0.000000 -0.000000 0.001255 -0.000000 0.000482 0.000000 0.000000 0.000000 1.000000 0.333333 0.333333 0.333333 0.000000 0.000000 1.000000 
0.041676 0.058276 0.058276 -0.000000 -0.000000 -0.000000 0.159142 0.056567 0.000000 -0.000000 -0.000000 0.159142 -0.000000 -0.000000 -0.000000 0.014090 0.000000 -0.000000 0.006252 0.000000 0.014090 1.000000 0.666667 0.000000 0.333333 0.000000 0.333333 0.666667 0.000000 0.666667 0.333333 
0.388690 0.127417 0.127417 0.000000 0.000000 0.000000 0.066566 0.034518 -0.000000 0.000000 0.000000 0.066566 -0.000000 0.000000 -0.000000 0.060044 0.000000 -0.000000 0.008989 -0.000000 0.060044 0.333333 0.333333 0.000000 0.666667 0.333333 0.666667 0.000000 0.000000 1.000000 0.000000 
0.427238 0.526082 0.526082 0.000000 0.000000 -0.000000 0.743881 0.652783 0.000000 -0.000000 0.000000 0.743881 0.000000 0.000000 0.000000 0.240959 -0.000000 -0.000000 0.502889 -0.000000 0.240959 1.000000 0.333333 0.000000 0.666667 0.000000 0.000000 1.000000 0.666667 0.333333 0.000000 
0.039430 0.003080 0.003080 0.000000 -0.000000 -0.000000 0.102233 0.009341 -0.000000 -0.000000 -0.000000 0.102233 0.000000 0.000000 0.000000 0.019293 -0.000000 0.000000 0.004110 -0.000000 0.019293 1.000000 0.333333 0.000000 0.666667 0.000000 0.666667 0.333333 1.000000 0.000000 0.000000 
0.410727 0.103290 0.103290 0.000000 0.000000 -0.000000 0.074861 0.035223 0.000000 0.000000 -0.000000 0.074861 0.000000 -0.000000 -0.000000 0.007988 -0.000000 -0.000000 0.018397 -0.000000 0.007988 0.000000 0.000000 0.333333 0.666667 0.000000 0.333333 0.666667 0.666667 0.333333 0.000000 
0.030360 0.023350 0.023350 0.000000 -0.000000 -0.000000 0.089812 0.040846 -0.000000 -0.000000 0.000000 0.089812 0.000000 0.000000 -0.000000 0.020124 0.000000 0.000000 0.036447 -0.000000 0.020124 1.000000 0.333333 0.000000 0.666667 0.000000 1.000000 0.000000 0.000000 0.333333 0.666667 
0.044728 0.025723 0.025723 -0.000000 0.000000 0.000000 0.057457 0.009639 0.000000 -0.000000 0.000000 0.057457 -0.000000 -0.000000 0.000000 0.046007 -0.000000 0.000000 0.004430 -0.000000 0.046007 1.000000 0.333333 0.000000 0.666667 0.000000 0.333333 0.666667 0.333333 0.666667 0.000000 
0.129761 0.064476 0.064476 0.000000 0.000000 0.000000 0.102605 0.024463 -0.000000 -0.000000 -0.000000 0.102605 0.000000 -0.000000 0.000000 0.017432 0.000000 -0.000000 0.020703 0.000000 0.017432 0.000000 0.333333 0.000000 0.666667 0.000000 1.000000 0.000000 0.333333 0.333333 0.333333 
0.101104 0.211296 0.211296 0.000000 0.000000 0.000000 0.811962 0.670848 -0.000000 -0.000000 -0.000000 0.811962 -0.000000 0.000000 -0.000000 0.007795 0.000000 -0.000000 0.259504 -0.000000 0.007795 0.000000 0.666667 0.333333 0.000000 1.000000 0.000000 0.000000 0.000000 0.000000 1.000000 
0.137441 0.213278 0.213278 0.000000 -0.000000 0.000000 0.403439 0.321007 0.000000 -0.000000 -0.000000 0.403439 -0.000000 -0.000000 0.000000 0.069349 0.000000 -0.000000 0.203271 -0.000000 0.069349 0.333333 0.333333 0.333333 0.333333 1.000000 0.000000 0.000000 0.333333 0.000000 0.666667 
0.104107 0.218452 0.218452 -0.000000 0.000000 0.000000 0.563005 0.419127 0.000000 0.000000 0.000000 0.563005 -0.000000 0.000000 -0.000000 0.007805 0.000000 -0.000000 0.004232 0.000000 0.007805 0.000000 0.333333 0.666667 0.000000 1.000000 0.000000 0.000000 0.333333 0.333333 0.333333 
0.014520 -0.000113 -0.000113 -0.000000 -0.000000 0.000000 0.053182 -0.000078 -0.000000 0.000000 0.000000 0.053182 -0.000000 -0.000000 0.000000 0.000910 0.000000 0.000000 0.000759 -0.000000 0.000910 0.666667 0.000000 0.000000 1.000000 0.333333 0.666667 0.000000 0.000000 0.000000 1.000000 
0.523530 0.078031 0.078031 -0.000000 0.000000 -0.000000 0.364382 0.014222 -0.000000 0.000000 -0.000000 0.364382 -0.000000 0.000000 0.000000 0.004987 -0.000000 -0.000000 0.002339 0.000000 0.004987 0.000000 1.000000 0.000000 0.000000 0.000000 0.666667 0.333333 0.333333 0.333333 0.333333 
0.329446 0.264511 0.264511 -0.000000 -0.000000 0.000000 0.258675 0.256202 0.000000 -0.000000 0.000000 0.258675 0.000000 0.000000 -0.000000 0.244051 -0.000000 0.000000 0.248949 -0.000000 0.244051 1.000000 0.000000 0.000000 1.000000 0.666667 0.000000 0.333333 0.000000 0.666667 0.333333 
0.076146 0.051775 0.051775 0.000000 0.000000 0.000000 0.432678 0.344131 -0.000000 -0.000000 -0.000000 0.432678 -0.000000 0.000000 -0.000000 0.005367 -0.000000 0.000000 0.271843 -0.000000 0.005367 0.666667 0.000000 0.666667 0.333333 1.000000 0.000000 0.000000 0.000000 0.000000 1.000000 
0.050077 0.035846 0.035846 -0.000000 -0.000000 -0.000000 0.051099 0.028374 -0.000000 -0.000000 -0.000000 0.051099 -0.000000 0.000000 -0.000000 0.038903 -0.000000 -0.000000 0.013606 -0.000000 0.038903 0.000000 0.666667 0.000000 0.333333 0.666667 0.333333 0.000000 0.000000 0.333333 0.666667 
0.266305 0.025694 0.025694 0.000000 0.000000 -0.000000 0.045972 0.039378 0.000000 -0.000000 0.000000 0.045972 0.000000 0.000000 0.000000 0.003521 -0.000000 0.000000 0.050562 -0.000000 0.003521 0.333333 0.333333 0.000000 0.666667 0.333333 0.000000 0.666667 0.666667 0.333333 0.000000 
0.092458 0.000260 0.000260 0.000000 0.000000 -0.000000 0.022184 0.005028 0.000000 0.000000 -0.000000 0.022184 0.000000 -0.000000 0.000000 0.003809 -0.000000 0.000000 0.007139 -0.000000 0.003809 0.000000 0.000000 0.666667 0.333333 0.666667 0.000000 0.333333 0.333333 0.666667 0.000000 
0.133306 -0.037268 -0.037268 -0.000000 0.000000 0.000000 0.505622 -0.107410 0.000000 -0.000000 -0.000000 0.505622 0.000000 -0.000000 0.000000 0.025198 -0.000000 0.000000 0.002276 -0.000000 0.025198 1.000000 1.000000 0.000000 0.000000 0.000000 0.333333 0.666667 0.666667 0.333333 0.000000 
1.093423 0.361364 0.361364 0.000000 -0.000000 -0.000000 0.195128 0.164707 0.000000 0.000000 0.000000 0.195128 0.000000 -0.000000 0.000000 0.333849 -0.000000 0.000000 0.071632 -0.000000 0.333849 0.333333 1.000000 0.000000 0.000000 0.666667 0.000000 0.333333 0.666667 0.333333 0.000000 
0.032474 0.027528 0.027528 0.000000 0.000000 -0.000000 0.439755 0.002061 -0.000000 0.000000 -0.000000 0.439755 -0.000000 -0.000000 -0.000000 0.004485 -0.000000 0.000000 0.003171 -0.000000 0.004485 1.000000 0.666667 0.000000 0.333333 0.000000 1.000000 0.000000 0.000000 0.000000 1.000000 
0.111086 0.141298 0.141298 -0.000000 -0.000000 0.000000 0.467991 0.248954 -0.000000 -0.000000 0.000000 0.467991 -0.000000 0.000000 -0.000000 0.094321 -0.000000 0.000000 0.277603 -0.000000 0.094321 0.000000 0.666667 0.333333 0.000000 0.333333 0.000000 0.666667 0.000000 1.000000 0.000000 
